17-05-2022_20-33-40 | Received virt pos: (0.000000,1.117600,0.000000)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.680253,1.035464,-0.754936)
17-05-2022_20-34-02 | Received real pos: (0.225546,1.008421,-1.001941)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.647430,1.030133,-0.773974)
17-05-2022_20-34-02 | Received real pos: (0.311698,0.975605,-0.968705)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.600695,1.028346,-0.799488)
17-05-2022_20-34-02 | Received real pos: (0.122672,1.010067,-1.060453)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.553599,1.029083,-0.825633)
17-05-2022_20-34-02 | Received real pos: (0.071887,1.036622,-1.093053)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.518517,1.034460,-0.844525)
17-05-2022_20-34-02 | Received real pos: (0.159684,1.089457,-1.037763)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.473594,1.047724,-0.869677)
17-05-2022_20-34-02 | Received real pos: (0.014106,1.183394,-1.126934)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.439224,1.050987,-0.889477)
17-05-2022_20-34-02 | Received real pos: (0.087669,1.084362,-1.092001)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.394509,1.054404,-0.911206)
17-05-2022_20-34-02 | Received real pos: (-0.062851,1.089355,-1.133463)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.348620,1.059376,-0.929190)
17-05-2022_20-34-02 | Received real pos: (-0.120751,1.110231,-1.113132)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.313502,1.062131,-0.942038)
17-05-2022_20-34-02 | Received real pos: (-0.045705,1.090311,-1.073461)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.266475,1.064834,-0.957844)
17-05-2022_20-34-02 | Received real pos: (-0.214531,1.092481,-1.119507)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.218899,1.063153,-0.973363)
17-05-2022_20-34-02 | Received real pos: (-0.267732,1.045959,-1.132099)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.183159,1.059927,-0.984837)
17-05-2022_20-34-02 | Received real pos: (-0.182401,1.026930,-1.102204)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.133128,1.055288,-0.999519)
17-05-2022_20-34-02 | Received real pos: (-0.378605,1.007838,-1.149691)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.095208,1.050712,-1.007667)
17-05-2022_20-34-02 | Received real pos: (-0.292663,1.003907,-1.091004)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (0.044996,1.047402,-1.018036)
17-05-2022_20-34-02 | Received real pos: (-0.468589,1.013546,-1.124095)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (-0.006784,1.056162,-1.027334)
17-05-2022_20-34-02 | Received real pos: (-0.536414,1.145763,-1.122437)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-02 | Received virt pos: (-0.044713,1.062763,-1.033889)
17-05-2022_20-34-02 | Received real pos: (-0.432663,1.130280,-1.100937)
17-05-2022_20-34-02 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.090394,1.071716,-1.043461)
17-05-2022_20-34-03 | Received real pos: (-0.557634,1.163291,-1.141366)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.133654,1.078156,-1.053331)
17-05-2022_20-34-03 | Received real pos: (-0.576136,1.144027,-1.154286)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.165681,1.082068,-1.060791)
17-05-2022_20-34-03 | Received real pos: (-0.493267,1.122081,-1.137095)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.210474,1.086330,-1.071795)
17-05-2022_20-34-03 | Received real pos: (-0.668639,1.129924,-1.184348)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.244103,1.089642,-1.081363)
17-05-2022_20-34-03 | Received real pos: (-0.588070,1.123518,-1.179228)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.292395,1.095895,-1.096632)
17-05-2022_20-34-03 | Received real pos: (-0.786345,1.159853,-1.252810)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.341679,1.098315,-1.113838)
17-05-2022_20-34-03 | Received real pos: (-0.845772,1.123067,-1.289827)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.376798,1.097771,-1.128065)
17-05-2022_20-34-03 | Received real pos: (-0.736015,1.092207,-1.273585)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.421364,1.088614,-1.144217)
17-05-2022_20-34-03 | Received real pos: (-0.877195,0.994952,-1.309426)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.465386,1.082828,-1.162662)
17-05-2022_20-34-03 | Received real pos: (-0.915670,1.023647,-1.351325)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.503059,1.081973,-1.178182)
17-05-2022_20-34-03 | Received real pos: (-0.888390,1.073227,-1.336927)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.556051,1.089399,-1.203394)
17-05-2022_20-34-03 | Received real pos: (-1.098078,1.165355,-1.461273)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.593733,1.094302,-1.220979)
17-05-2022_20-34-03 | Received real pos: (-0.979160,1.144453,-1.400845)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.638463,1.097982,-1.239210)
17-05-2022_20-34-03 | Received real pos: (-1.095977,1.135622,-1.425684)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.683735,1.094173,-1.254999)
17-05-2022_20-34-03 | Received real pos: (-1.146794,1.055212,-1.416496)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.719367,1.094589,-1.267874)
17-05-2022_20-34-03 | Received real pos: (-1.083822,1.098844,-1.399564)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.769922,1.097812,-1.283794)
17-05-2022_20-34-03 | Received real pos: (-1.287018,1.130779,-1.446631)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-03 | Received virt pos: (-0.820597,1.098550,-1.299526)
17-05-2022_20-34-03 | Received real pos: (-1.338925,1.106098,-1.460438)
17-05-2022_20-34-03 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-0.859896,1.097602,-1.310973)
17-05-2022_20-34-04 | Received real pos: (-1.261857,1.087906,-1.428058)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-0.914555,1.092309,-1.326080)
17-05-2022_20-34-04 | Received real pos: (-1.473638,1.038170,-1.480600)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-0.956173,1.088244,-1.336445)
17-05-2022_20-34-04 | Received real pos: (-1.381848,1.046665,-1.442462)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.013037,1.082234,-1.348807)
17-05-2022_20-34-04 | Received real pos: (-1.594669,1.020762,-1.475250)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.069838,1.078525,-1.358707)
17-05-2022_20-34-04 | Received real pos: (-1.650822,1.040587,-1.459968)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.110242,1.075515,-1.366088)
17-05-2022_20-34-04 | Received real pos: (-1.523510,1.044728,-1.441585)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.166513,1.080486,-1.376593)
17-05-2022_20-34-04 | Received real pos: (-1.742075,1.131332,-1.484042)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.220979,1.084326,-1.383535)
17-05-2022_20-34-04 | Received real pos: (-1.778079,1.123603,-1.454541)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.261622,1.089484,-1.391116)
17-05-2022_20-34-04 | Received real pos: (-1.677335,1.142242,-1.468657)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.313346,1.097819,-1.400683)
17-05-2022_20-34-04 | Received real pos: (-1.842401,1.183073,-1.498538)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.350821,1.099952,-1.409141)
17-05-2022_20-34-04 | Received real pos: (-1.734130,1.121769,-1.495652)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.400662,1.101057,-1.419695)
17-05-2022_20-34-04 | Received real pos: (-1.910455,1.112360,-1.527646)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.450917,1.097972,-1.431085)
17-05-2022_20-34-04 | Received real pos: (-1.964946,1.066417,-1.547586)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.490425,1.095187,-1.440354)
17-05-2022_20-34-04 | Received real pos: (-1.894528,1.066700,-1.535161)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.543184,1.088771,-1.453271)
17-05-2022_20-34-04 | Received real pos: (-2.082825,1.023146,-1.585392)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.596014,1.083496,-1.467747)
17-05-2022_20-34-04 | Received real pos: (-2.136380,1.029541,-1.615813)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.636223,1.080990,-1.479490)
17-05-2022_20-34-04 | Received real pos: (-2.047496,1.055357,-1.599603)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.689232,1.077154,-1.496017)
17-05-2022_20-34-04 | Received real pos: (-2.231430,1.037919,-1.665061)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.725415,1.077332,-1.509007)
17-05-2022_20-34-04 | Received real pos: (-2.095509,1.079152,-1.641874)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.778633,1.078104,-1.525452)
17-05-2022_20-34-04 | Received real pos: (-2.322968,1.086000,-1.693658)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.834686,1.083280,-1.542540)
17-05-2022_20-34-04 | Received real pos: (-2.408019,1.136222,-1.717322)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-04 | Received virt pos: (-1.877600,1.088144,-1.553363)
17-05-2022_20-34-04 | Received real pos: (-2.316541,1.137895,-1.664065)
17-05-2022_20-34-04 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-1.935023,1.094935,-1.568177)
17-05-2022_20-34-05 | Received real pos: (-2.522368,1.164397,-1.719701)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-1.990365,1.104504,-1.587498)
17-05-2022_20-34-05 | Received real pos: (-2.556426,1.202379,-1.785121)
17-05-2022_20-34-05 | Recommend Rotation: 0.249700
17-05-2022_20-34-05 | Received virt pos: (-2.034572,1.111124,-1.602480)
17-05-2022_20-34-05 | Received real pos: (-2.486737,1.178837,-1.755723)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.093411,1.118321,-1.622920)
17-05-2022_20-34-05 | Received real pos: (-2.695241,1.191934,-1.831988)
17-05-2022_20-34-05 | Recommend Rotation: 0.234736
17-05-2022_20-34-05 | Received virt pos: (-2.137457,1.119789,-1.636508)
17-05-2022_20-34-05 | Received real pos: (-2.587976,1.134805,-1.775491)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.193213,1.115879,-1.648653)
17-05-2022_20-34-05 | Received real pos: (-2.763509,1.075887,-1.772877)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.246618,1.108143,-1.658646)
17-05-2022_20-34-05 | Received real pos: (-2.792866,1.029015,-1.760858)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.286595,1.104824,-1.664118)
17-05-2022_20-34-05 | Received real pos: (-2.695497,1.070876,-1.720089)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.341975,1.106080,-1.672999)
17-05-2022_20-34-05 | Received real pos: (-2.908422,1.118928,-1.763837)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.392721,1.116313,-1.685157)
17-05-2022_20-34-05 | Received real pos: (-2.911771,1.220979,-1.809513)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.433299,1.123632,-1.698050)
17-05-2022_20-34-05 | Received real pos: (-2.848348,1.198493,-1.829926)
17-05-2022_20-34-05 | Recommend Rotation: 0.230248
17-05-2022_20-34-05 | Received virt pos: (-2.483577,1.129309,-1.714685)
17-05-2022_20-34-05 | Received real pos: (-2.997840,1.187377,-1.884834)
17-05-2022_20-34-05 | Recommend Rotation: 0.204038
17-05-2022_20-34-05 | Received virt pos: (-2.522997,1.124193,-1.722218)
17-05-2022_20-34-05 | Received real pos: (-2.926199,1.071863,-1.799269)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.572421,1.110463,-1.731253)
17-05-2022_20-34-05 | Received real pos: (-3.077951,0.970028,-1.823667)
17-05-2022_20-34-05 | Recommend Rotation: 0.250000
17-05-2022_20-34-05 | Received virt pos: (-2.621624,1.101178,-1.747322)
17-05-2022_20-34-05 | Received real pos: (-3.124891,1.006208,-1.911681)
17-05-2022_20-34-05 | Recommend Rotation: 0.188321
17-05-2022_20-34-05 | Received virt pos: (-2.667289,1.100709,-1.760295)
17-05-2022_20-34-05 | Received real pos: (-3.134369,1.095911,-1.892989)
17-05-2022_20-34-05 | Recommend Rotation: 0.222355
17-05-2022_20-34-06 | Received virt pos: (-2.727129,1.088642,-1.780299)
17-05-2022_20-34-06 | Received real pos: (-3.339196,0.965216,-1.984907)
17-05-2022_20-34-06 | Recommend Rotation: 0.160272
17-05-2022_20-34-06 | Received virt pos: (-2.767817,1.083353,-1.795293)
17-05-2022_20-34-06 | Received real pos: (-3.183991,1.029255,-1.948658)
17-05-2022_20-34-06 | Recommend Rotation: 0.149689
17-05-2022_20-34-06 | Received virt pos: (-2.820986,1.081179,-1.814429)
17-05-2022_20-34-06 | Received real pos: (-3.364820,1.058942,-2.010160)
17-05-2022_20-34-06 | Recommend Rotation: 0.140725
17-05-2022_20-34-06 | Received virt pos: (-2.877300,1.090978,-1.833741)
17-05-2022_20-34-06 | Received real pos: (-3.453302,1.191206,-2.031271)
17-05-2022_20-34-06 | Recommend Rotation: 0.148792
17-05-2022_20-34-06 | Received virt pos: (-2.918423,1.096616,-1.847954)
17-05-2022_20-34-06 | Received real pos: (-3.339045,1.154284,-1.993331)
17-05-2022_20-34-06 | Recommend Rotation: 0.155937
17-05-2022_20-34-06 | Received virt pos: (-2.973139,1.108534,-1.865314)
17-05-2022_20-34-06 | Received real pos: (-3.532797,1.230436,-2.042879)
17-05-2022_20-34-06 | Recommend Rotation: 0.162633
17-05-2022_20-34-06 | Received virt pos: (-3.024851,1.114021,-1.880649)
17-05-2022_20-34-06 | Received real pos: (-3.553782,1.170144,-2.037501)
17-05-2022_20-34-06 | Recommend Rotation: 0.175412
17-05-2022_20-34-06 | Received virt pos: (-3.063826,1.115174,-1.891632)
17-05-2022_20-34-06 | Received real pos: (-3.462478,1.126969,-2.003970)
17-05-2022_20-34-06 | Recommend Rotation: 0.195225
17-05-2022_20-34-06 | Received virt pos: (-3.119440,1.113433,-1.903679)
17-05-2022_20-34-06 | Received real pos: (-3.688282,1.095625,-2.026901)
17-05-2022_20-34-06 | Recommend Rotation: 0.224926
17-05-2022_20-34-06 | Received virt pos: (-3.160557,1.110176,-1.911649)
17-05-2022_20-34-06 | Received real pos: (-3.581118,1.076862,-1.993169)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.214985,1.105387,-1.920369)
17-05-2022_20-34-06 | Received real pos: (-3.771695,1.056403,-2.009561)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.270176,1.097866,-1.927452)
17-05-2022_20-34-06 | Received real pos: (-3.834692,1.020939,-1.999899)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.310736,1.092643,-1.932241)
17-05-2022_20-34-06 | Received real pos: (-3.725600,1.039220,-1.981225)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.363997,1.086303,-1.938315)
17-05-2022_20-34-06 | Received real pos: (-3.908772,1.021455,-2.000443)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.415482,1.080716,-1.945385)
17-05-2022_20-34-06 | Received real pos: (-3.942092,1.023570,-2.017699)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.453084,1.077403,-1.951735)
17-05-2022_20-34-06 | Received real pos: (-3.837692,1.043516,-2.016686)
17-05-2022_20-34-06 | Recommend Rotation: 0.244815
17-05-2022_20-34-06 | Received virt pos: (-3.507194,1.083061,-1.958096)
17-05-2022_20-34-06 | Received real pos: (-4.060653,1.140934,-2.023159)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.551548,1.086698,-1.960792)
17-05-2022_20-34-06 | Received real pos: (-4.005218,1.123900,-1.988367)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.610324,1.092979,-1.963632)
17-05-2022_20-34-06 | Received real pos: (-4.211507,1.157223,-1.992681)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.663144,1.097927,-1.968282)
17-05-2022_20-34-06 | Received real pos: (-4.203410,1.148537,-2.015844)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.704718,1.097806,-1.973008)
17-05-2022_20-34-06 | Received real pos: (-4.129954,1.096568,-2.021348)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.759022,1.095028,-1.978195)
17-05-2022_20-34-06 | Received real pos: (-4.314464,1.066614,-2.031249)
17-05-2022_20-34-06 | Recommend Rotation: 0.250000
17-05-2022_20-34-06 | Received virt pos: (-3.817280,1.092237,-1.985005)
17-05-2022_20-34-06 | Received real pos: (-4.413167,1.063689,-2.054661)
17-05-2022_20-34-06 | Recommend Rotation: 0.225956
17-05-2022_20-34-06 | Received virt pos: (-3.860784,1.086969,-1.990702)
17-05-2022_20-34-06 | Received real pos: (-4.305760,1.033086,-2.048973)
17-05-2022_20-34-06 | Recommend Rotation: 0.223360
17-05-2022_20-34-07 | Received virt pos: (-3.915347,1.081105,-1.998191)
17-05-2022_20-34-07 | Received real pos: (-4.473440,1.021125,-2.074791)
17-05-2022_20-34-07 | Recommend Rotation: 0.200055
17-05-2022_20-34-07 | Received virt pos: (-3.955917,1.078141,-2.003268)
17-05-2022_20-34-07 | Received real pos: (-4.370881,1.047824,-2.055198)
17-05-2022_20-34-07 | Recommend Rotation: 0.222512
17-05-2022_20-34-07 | Received virt pos: (-4.009773,1.082042,-2.010820)
17-05-2022_20-34-07 | Received real pos: (-4.560632,1.121943,-2.088064)
17-05-2022_20-34-07 | Recommend Rotation: 0.193683
17-05-2022_20-34-07 | Received virt pos: (-4.064969,1.089038,-2.016868)
17-05-2022_20-34-07 | Received real pos: (-4.629539,1.160596,-2.078732)
17-05-2022_20-34-07 | Recommend Rotation: 0.216369
17-05-2022_20-34-07 | Received virt pos: (-4.103977,1.092099,-2.020698)
17-05-2022_20-34-07 | Received real pos: (-4.502968,1.123407,-2.059872)
17-05-2022_20-34-07 | Recommend Rotation: 0.237247
17-05-2022_20-34-07 | Received virt pos: (-4.154622,1.098078,-2.023588)
17-05-2022_20-34-07 | Received real pos: (-4.672638,1.159234,-2.053147)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.203539,1.102387,-2.024489)
17-05-2022_20-34-07 | Received real pos: (-4.703880,1.146461,-2.033705)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.240645,1.104001,-2.024675)
17-05-2022_20-34-07 | Received real pos: (-4.620180,1.120511,-2.026577)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.294174,1.103440,-2.025264)
17-05-2022_20-34-07 | Received real pos: (-4.841693,1.097702,-2.031290)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.334346,1.099749,-2.025900)
17-05-2022_20-34-07 | Received real pos: (-4.745237,1.061995,-2.032404)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.389523,1.093775,-2.025927)
17-05-2022_20-34-07 | Received real pos: (-4.953898,1.032671,-2.026205)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.443860,1.084573,-2.022867)
17-05-2022_20-34-07 | Received real pos: (-4.999641,0.990451,-1.991567)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.484830,1.077613,-2.020718)
17-05-2022_20-34-07 | Received real pos: (-4.903886,1.006423,-1.998739)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.537750,1.069582,-2.016925)
17-05-2022_20-34-07 | Received real pos: (-5.079035,0.987438,-1.978129)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.595651,1.077876,-2.012121)
17-05-2022_20-34-07 | Received real pos: (-5.187890,1.162710,-1.962982)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.638158,1.081609,-2.007343)
17-05-2022_20-34-07 | Received real pos: (-5.072933,1.119792,-1.958473)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.693871,1.092209,-2.006319)
17-05-2022_20-34-07 | Received real pos: (-5.263728,1.200630,-1.995845)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.735900,1.097806,-2.005062)
17-05-2022_20-34-07 | Received real pos: (-5.165788,1.155054,-1.992206)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.785397,1.103522,-2.003968)
17-05-2022_20-34-07 | Received real pos: (-5.291673,1.161987,-1.992777)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-07 | Received virt pos: (-4.831896,1.105515,-2.001752)
17-05-2022_20-34-07 | Received real pos: (-5.307504,1.125901,-1.979085)
17-05-2022_20-34-07 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-4.866781,1.105240,-1.999811)
17-05-2022_20-34-08 | Received real pos: (-5.223603,1.102427,-1.979959)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-4.915436,1.104296,-1.997864)
17-05-2022_20-34-08 | Received real pos: (-5.413094,1.094640,-1.977949)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-4.966486,1.099984,-1.997514)
17-05-2022_20-34-08 | Received real pos: (-5.488648,1.055880,-1.993934)
17-05-2022_20-34-08 | Recommend Rotation: 0.230127
17-05-2022_20-34-08 | Received virt pos: (-5.004681,1.094853,-1.997763)
17-05-2022_20-34-08 | Received real pos: (-5.395356,1.042371,-2.000310)
17-05-2022_20-34-08 | Recommend Rotation: 0.224158
17-05-2022_20-34-08 | Received virt pos: (-5.053223,1.085507,-1.996896)
17-05-2022_20-34-08 | Received real pos: (-5.549730,0.989912,-1.988028)
17-05-2022_20-34-08 | Recommend Rotation: 0.230261
17-05-2022_20-34-08 | Received virt pos: (-5.092274,1.080381,-1.996213)
17-05-2022_20-34-08 | Received real pos: (-5.491704,1.027950,-1.989226)
17-05-2022_20-34-08 | Recommend Rotation: 0.237712
17-05-2022_20-34-08 | Received virt pos: (-5.146148,1.076327,-1.995290)
17-05-2022_20-34-08 | Received real pos: (-5.697193,1.034860,-1.985850)
17-05-2022_20-34-08 | Recommend Rotation: 0.221883
17-05-2022_20-34-08 | Received virt pos: (-5.203724,1.081312,-1.996181)
17-05-2022_20-34-08 | Received real pos: (-5.792631,1.132300,-2.005294)
17-05-2022_20-34-08 | Recommend Rotation: 0.194708
17-05-2022_20-34-08 | Received virt pos: (-5.246656,1.087044,-1.995498)
17-05-2022_20-34-08 | Received real pos: (-5.685782,1.145674,-1.988511)
17-05-2022_20-34-08 | Recommend Rotation: 0.232205
17-05-2022_20-34-08 | Received virt pos: (-5.301481,1.089477,-1.991321)
17-05-2022_20-34-08 | Received real pos: (-5.862251,1.114362,-1.948597)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
17-05-2022_20-34-08 | Received virt pos: (-5.352929,1.095429,-1.985677)
17-05-2022_20-34-08 | Received real pos: (-5.879163,1.156308,-1.927948)
17-05-2022_20-34-08 | Recommend Rotation: 0.250000
