17-05-2022_20-33-40 | Received virt pos: (0.000000,1.117600,0.000000)
17-05-2022_20-33-46 | Recommend Rotation: 0.000000
17-05-2022_20-33-46 | Received virt pos: (0.858742,1.045094,5.923140)
17-05-2022_20-33-46 | Received real pos: (1.027794,1.070859,6.485110)
17-05-2022_20-33-46 | Recommend Rotation: 0.000000
17-05-2022_20-33-46 | Received virt pos: (0.876411,1.052548,5.975952)
17-05-2022_20-33-46 | Received real pos: (1.057139,1.128791,6.516135)
17-05-2022_20-33-46 | Recommend Rotation: 0.000000
17-05-2022_20-33-47 | Received virt pos: (0.888845,1.056383,6.015644)
17-05-2022_20-33-47 | Received real pos: (1.016027,1.095609,6.421629)
17-05-2022_20-33-47 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.753376,0.944436,4.676736)
17-05-2022_20-33-51 | Received real pos: (33.052944,-0.200603,-9.018153)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.794952,0.940207,4.658257)
17-05-2022_20-33-51 | Received real pos: (4.220207,0.896952,4.469248)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.851052,0.938009,4.634852)
17-05-2022_20-33-51 | Received real pos: (4.424867,0.915527,4.395455)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.890935,0.935768,4.619573)
17-05-2022_20-33-51 | Received real pos: (4.298873,0.912850,4.463295)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.944267,0.943044,4.599616)
17-05-2022_20-33-51 | Received real pos: (4.489769,1.017464,4.395487)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (3.999467,0.950145,4.575719)
17-05-2022_20-33-51 | Received real pos: (4.564073,1.022776,4.331289)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.041102,0.953125,4.555693)
17-05-2022_20-33-51 | Received real pos: (4.466962,0.983600,4.350862)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.094529,0.959155,4.526557)
17-05-2022_20-33-51 | Received real pos: (4.641004,1.020834,4.228540)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.132550,0.961109,4.506060)
17-05-2022_20-33-51 | Received real pos: (4.521440,0.981094,4.296410)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.184525,0.962800,4.478300)
17-05-2022_20-33-51 | Received real pos: (4.716149,0.980104,4.194359)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.238245,0.958973,4.450763)
17-05-2022_20-33-51 | Received real pos: (4.787715,0.919828,4.169105)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.278604,0.953117,4.431059)
17-05-2022_20-33-51 | Received real pos: (4.691412,0.893221,4.229515)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.332152,0.941416,4.401679)
17-05-2022_20-33-51 | Received real pos: (4.879861,0.821733,4.101170)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.385139,0.930558,4.369663)
17-05-2022_20-33-51 | Received real pos: (4.927112,0.819498,4.042187)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.422577,0.924133,4.346048)
17-05-2022_20-33-51 | Received real pos: (4.805507,0.858408,4.104505)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.473757,0.930325,4.314293)
17-05-2022_20-33-51 | Received real pos: (4.997245,0.993663,3.989490)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.520925,0.932937,4.284421)
17-05-2022_20-33-51 | Received real pos: (5.003381,0.959650,3.978879)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.557186,0.938201,4.261229)
17-05-2022_20-33-51 | Received real pos: (4.928079,0.992045,4.024013)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-51 | Received virt pos: (4.605274,0.948007,4.232697)
17-05-2022_20-33-51 | Received real pos: (5.097138,1.048306,3.940860)
17-05-2022_20-33-51 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.639100,0.952194,4.213031)
17-05-2022_20-33-52 | Received real pos: (4.985085,0.995023,4.011877)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.683531,0.954458,4.187506)
17-05-2022_20-33-52 | Received real pos: (5.137986,0.977618,3.926430)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.730145,0.953206,4.161475)
17-05-2022_20-33-52 | Received real pos: (5.206933,0.940400,3.895220)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.765171,0.951064,4.140732)
17-05-2022_20-33-52 | Received real pos: (5.123432,0.929151,3.928560)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.813798,0.944769,4.113365)
17-05-2022_20-33-52 | Received real pos: (5.311173,0.880382,3.833448)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.850002,0.936779,4.093918)
17-05-2022_20-33-52 | Received real pos: (5.220309,0.855059,3.895003)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.898331,0.928875,4.067777)
17-05-2022_20-33-52 | Received real pos: (5.392663,0.848022,3.800400)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.949948,0.936728,4.039534)
17-05-2022_20-33-52 | Received real pos: (5.477904,1.017057,3.750653)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (4.988605,0.945045,4.017427)
17-05-2022_20-33-52 | Received real pos: (5.384006,1.030107,3.791306)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.037550,0.962340,3.991243)
17-05-2022_20-33-52 | Received real pos: (5.538179,1.139240,3.723422)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.084103,0.973603,3.965706)
17-05-2022_20-33-52 | Received real pos: (5.560267,1.088815,3.704506)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.116037,0.975581,3.947861)
17-05-2022_20-33-52 | Received real pos: (5.442668,0.995808,3.765334)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.156088,0.974216,3.921881)
17-05-2022_20-33-52 | Received real pos: (5.565745,0.960258,3.656147)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.183831,0.970785,3.900838)
17-05-2022_20-33-52 | Received real pos: (5.467601,0.935694,3.685601)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.221735,0.963381,3.873522)
17-05-2022_20-33-52 | Received real pos: (5.609430,0.887641,3.594125)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.261600,0.957558,3.847528)
17-05-2022_20-33-52 | Received real pos: (5.669355,0.898004,3.581650)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.294354,0.956234,3.823306)
17-05-2022_20-33-52 | Received real pos: (5.629374,0.942685,3.575555)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.337934,0.952538,3.792715)
17-05-2022_20-33-52 | Received real pos: (5.783688,0.914733,3.479818)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-52 | Received virt pos: (5.376778,0.947066,3.762552)
17-05-2022_20-33-52 | Received real pos: (5.774091,0.891102,3.454032)
17-05-2022_20-33-52 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.405785,0.945493,3.737985)
17-05-2022_20-33-53 | Received real pos: (5.702480,0.929399,3.486702)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.445855,0.952996,3.703234)
17-05-2022_20-33-53 | Received real pos: (5.855708,1.029747,3.347787)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.475583,0.958751,3.677126)
17-05-2022_20-33-53 | Received real pos: (5.779652,1.017616,3.410083)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.513044,0.964000,3.645876)
17-05-2022_20-33-53 | Received real pos: (5.896208,1.017681,3.326238)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.547614,0.967332,3.615941)
17-05-2022_20-33-53 | Received real pos: (5.901212,1.001418,3.309755)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.573294,0.969007,3.592476)
17-05-2022_20-33-53 | Received real pos: (5.835960,0.986134,3.352465)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.606837,0.971485,3.563533)
17-05-2022_20-33-53 | Received real pos: (5.949924,0.996833,3.267494)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.640817,0.973210,3.532949)
17-05-2022_20-33-53 | Received real pos: (5.988382,0.990859,3.220123)
17-05-2022_20-33-53 | Recommend Rotation: 0.000000
17-05-2022_20-33-53 | Received virt pos: (5.668591,0.973725,3.511145)
17-05-2022_20-33-53 | Received real pos: (5.952673,0.978987,3.288127)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.707644,0.972706,3.481420)
17-05-2022_20-33-53 | Received real pos: (6.107093,0.962290,3.177380)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.736578,0.967373,3.461292)
17-05-2022_20-33-53 | Received real pos: (6.032527,0.912818,3.255415)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.776237,0.959817,3.433562)
17-05-2022_20-33-53 | Received real pos: (6.181885,0.882539,3.149929)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.814325,0.954808,3.407499)
17-05-2022_20-33-53 | Received real pos: (6.203903,0.903565,3.140917)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.844102,0.955562,3.387389)
17-05-2022_20-33-53 | Received real pos: (6.148673,0.963280,3.181694)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.885398,0.962979,3.360428)
17-05-2022_20-33-53 | Received real pos: (6.307790,1.038842,3.084662)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.922935,0.968677,3.334238)
17-05-2022_20-33-53 | Received real pos: (6.306879,1.026953,3.066356)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.950379,0.971368,3.315503)
17-05-2022_20-33-53 | Received real pos: (6.231086,0.998900,3.123872)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (5.986887,0.976234,3.287748)
17-05-2022_20-33-53 | Received real pos: (6.360306,1.026001,3.003861)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (6.011339,0.977336,3.265709)
17-05-2022_20-33-53 | Received real pos: (6.261446,0.988607,3.040283)
17-05-2022_20-33-53 | Recommend Rotation: 0.250000
17-05-2022_20-33-53 | Received virt pos: (6.042862,0.978054,3.237393)
17-05-2022_20-33-53 | Received real pos: (6.365289,0.985397,2.947765)
17-05-2022_20-33-53 | Recommend Rotation: RESET:110.000000
17-05-2022_20-33-54 | Received virt pos: (6.077867,0.976520,3.208360)
17-05-2022_20-33-54 | Received real pos: (6.435913,0.960830,2.911399)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.105808,0.972719,3.185449)
17-05-2022_20-33-54 | Received real pos: (6.391597,0.933843,2.951105)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.140219,0.964225,3.152719)
17-05-2022_20-33-54 | Received real pos: (6.492193,0.877346,2.817945)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.173762,0.952649,3.119629)
17-05-2022_20-33-54 | Received real pos: (6.516849,0.834241,2.781170)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.198044,0.946382,3.093822)
17-05-2022_20-33-54 | Received real pos: (6.446410,0.882286,2.829859)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.231882,0.940409,3.057395)
17-05-2022_20-33-54 | Received real pos: (6.577993,0.879313,2.684805)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-54 | Received virt pos: (6.257514,0.944128,3.028604)
17-05-2022_20-33-54 | Received real pos: (6.519687,0.982167,2.734119)
17-05-2022_20-33-54 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.781411,1.052511,1.210972)
17-05-2022_20-33-58 | Received real pos: (-21.545162,2.161094,-17.380496)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.743855,1.051149,1.196113)
17-05-2022_20-33-58 | Received real pos: (3.359718,1.037218,1.044130)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.695790,1.047096,1.173126)
17-05-2022_20-33-58 | Received real pos: (3.204163,1.005640,0.938006)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.659918,1.043474,1.155178)
17-05-2022_20-33-58 | Received real pos: (3.293005,1.006426,0.971598)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.611885,1.041542,1.129041)
17-05-2022_20-33-58 | Received real pos: (3.120584,1.021782,0.861701)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.562904,1.049134,1.099560)
17-05-2022_20-33-58 | Received real pos: (3.061905,1.126788,0.798017)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.523095,1.059924,1.076870)
17-05-2022_20-33-58 | Received real pos: (3.115913,1.170288,0.844787)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-58 | Received virt pos: (3.472579,1.075714,1.049945)
17-05-2022_20-33-58 | Received real pos: (2.955882,1.237220,0.774546)
17-05-2022_20-33-58 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.428157,1.088626,1.031080)
17-05-2022_20-33-59 | Received real pos: (2.973792,1.220695,0.838121)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.392699,1.094366,1.017976)
17-05-2022_20-33-59 | Received real pos: (3.030019,1.153076,0.883943)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.344802,1.100680,0.999828)
17-05-2022_20-33-59 | Received real pos: (2.854891,1.165263,0.814206)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.306595,1.103385,0.986348)
17-05-2022_20-33-59 | Received real pos: (2.915800,1.131053,0.848469)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.256813,1.105216,0.968803)
17-05-2022_20-33-59 | Received real pos: (2.747622,1.123945,0.789348)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.208913,1.102279,0.950042)
17-05-2022_20-33-59 | Received real pos: (2.718973,1.072237,0.758140)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.170906,1.095403,0.935933)
17-05-2022_20-33-59 | Received real pos: (2.782155,1.025073,0.791624)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.120999,1.082846,0.913346)
17-05-2022_20-33-59 | Received real pos: (2.610531,0.954409,0.682319)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.071065,1.067689,0.889643)
17-05-2022_20-33-59 | Received real pos: (2.560318,0.912656,0.647193)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (3.033747,1.056691,0.872765)
17-05-2022_20-33-59 | Received real pos: (2.652044,0.944200,0.700128)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.982852,1.041951,0.849144)
17-05-2022_20-33-59 | Received real pos: (2.462278,0.891183,0.607543)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.944287,1.041880,0.830473)
17-05-2022_20-33-59 | Received real pos: (2.549830,1.041155,0.639497)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.895247,1.043262,0.806779)
17-05-2022_20-33-59 | Received real pos: (2.393645,1.057398,0.564427)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.850537,1.050241,0.784751)
17-05-2022_20-33-59 | Received real pos: (2.393226,1.121625,0.559439)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.817255,1.055449,0.766403)
17-05-2022_20-33-59 | Received real pos: (2.476833,1.108719,0.578736)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.773803,1.058468,0.741644)
17-05-2022_20-33-59 | Received real pos: (2.329358,1.089347,0.488396)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.730527,1.055825,0.718056)
17-05-2022_20-33-59 | Received real pos: (2.287882,1.028791,0.476786)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.697356,1.051241,0.699198)
17-05-2022_20-33-59 | Received real pos: (2.358070,1.004355,0.506312)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.653690,1.043039,0.672151)
17-05-2022_20-33-59 | Received real pos: (2.207058,0.959145,0.395501)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.619087,1.034186,0.649426)
17-05-2022_20-33-59 | Received real pos: (2.265152,0.943634,0.416984)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.573095,1.022563,0.617798)
17-05-2022_20-33-59 | Received real pos: (2.102672,0.903678,0.294298)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.528075,1.014792,0.584534)
17-05-2022_20-33-59 | Received real pos: (2.067591,0.935307,0.244294)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.496986,1.008677,0.558726)
17-05-2022_20-33-59 | Received real pos: (2.178994,0.946131,0.294758)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-33-59 | Received virt pos: (2.459447,0.997919,0.525772)
17-05-2022_20-33-59 | Received real pos: (2.075483,0.887883,0.188703)
17-05-2022_20-33-59 | Recommend Rotation: 0.000000
17-05-2022_20-34-00 | Received virt pos: (2.420654,0.996886,0.489349)
17-05-2022_20-34-00 | Received real pos: (2.023865,0.986320,0.116803)
17-05-2022_20-34-00 | Recommend Rotation: 0.000000
17-05-2022_20-34-00 | Received virt pos: (2.385691,0.998682,0.460374)
